"Date","Price","Open","High","Low","Vol.","Change %"
"1995-10-01","581.50","584.40","590.70","571.50","","-0.50%"
"1995-09-01","584.40","561.90","587.60","561.00","","4.00%"
"1995-08-01","561.90","562.10","565.60","553.00","","-0.04%"
"1995-07-01","562.10","544.80","565.40","542.50","","3.18%"
"1995-06-01","544.80","533.40","551.10","526.00","","2.14%"
"1995-05-01","533.40","514.80","533.40","513.00","","3.63%"
"1995-04-01","514.70","500.70","515.30","500.20","","2.80%"
"1995-03-01","500.70","487.40","508.10","479.70","","2.73%"
"1995-02-01","487.40","470.40","489.20","469.30","","3.61%"
"1995-01-01","470.40","459.20","471.40","457.20","","2.42%"
"1994-12-01","459.30","453.60","462.70","442.90","","1.23%"
"1994-11-01","453.70","472.30","472.30","444.20","","-3.96%"
"1994-10-01","472.40","462.70","474.70","449.30","","2.10%"
"1994-09-01","462.70","475.50","475.50","458.50","","-2.69%"
"1994-08-01","475.50","458.30","477.60","456.10","","3.75%"
"1994-07-01","458.30","444.30","459.30","443.60","","3.15%"
"1994-06-01","444.30","456.50","463.20","439.80","","-2.67%"
"1994-05-01","456.50","450.90","457.80","440.80","","1.24%"
"1994-04-01","450.90","445.70","452.80","435.90","","1.14%"
"1994-03-01","445.80","467.20","471.10","436.20","","-4.56%"
"1994-02-01","467.10","481.60","482.20","464.30","","-3.01%"
"1994-01-01","481.60","466.50","482.90","464.40","","3.26%"
"1993-12-01","466.40","461.90","471.30","461.40","","1.00%"
"1993-11-01","461.80","467.80","469.10","454.40","","-1.28%"
"1993-10-01","467.80","458.90","471.10","456.40","","1.94%"
"1993-09-01","458.90","463.60","463.80","449.60","","-1.01%"
"1993-08-01","463.60","448.10","463.60","446.90","","3.46%"
"1993-07-01","448.10","450.50","451.10","441.40","","-0.53%"
"1993-06-01","450.50","450.20","455.60","442.50","","0.07%"
"1993-05-01","450.20","440.20","454.60","436.90","","2.27%"
"1993-04-01","440.20","451.70","452.60","432.30","","-2.55%"
"1993-03-01","451.70","443.40","456.80","441.10","","1.87%"
"1993-02-01","443.40","438.80","450.00","428.20","","1.05%"
"1993-01-01","438.80","435.70","442.70","426.90","","0.71%"
"1992-12-01","435.70","431.40","442.60","428.60","","1.00%"
"1992-11-01","431.40","418.70","431.90","415.60","","3.03%"
"1992-10-01","418.70","417.80","421.20","396.80","","0.22%"
"1992-09-01","417.80","414.00","425.30","412.70","","0.92%"
"1992-08-01","414.00","424.20","425.10","408.30","","-2.40%"
"1992-07-01","424.20","408.20","424.80","407.20","","3.95%"
"1992-06-01","408.10","415.40","417.30","399.90","","-1.76%"
"1992-05-01","415.40","414.90","418.80","409.90","","0.12%"
"1992-04-01","414.90","403.70","416.30","392.40","","2.77%"
"1992-03-01","403.70","412.70","413.80","401.90","","-2.18%"
"1992-02-01","412.70","408.80","418.10","406.30","","0.95%"
"1992-01-01","408.80","417.00","421.20","408.60","","-1.99%"
"1991-12-01","417.10","375.10","418.30","371.40","","11.17%"
"1991-11-01","375.20","392.50","398.20","371.60","","-4.41%"
"1991-10-01","392.50","387.90","393.80","376.10","","1.19%"
"1991-09-01","387.90","395.40","397.60","382.80","","-1.90%"
"1991-08-01","395.40","387.80","396.80","374.10","","1.96%"
"1991-07-01","387.80","371.20","387.80","370.90","","4.47%"
"1991-06-01","371.20","389.80","389.80","368.00","","-4.77%"
"1991-05-01","389.80","375.40","389.90","365.80","","3.84%"
"1991-04-01","375.40","375.20","391.30","370.30","","0.05%"
"1991-03-01","375.20","367.10","379.70","363.70","","2.21%"
"1991-02-01","367.10","343.90","371.00","340.40","","6.75%"
"1991-01-01","343.90","330.20","343.90","309.40","","4.15%"
"1990-12-01","330.20","322.20","334.00","322.00","","2.48%"
"1990-11-01","322.20","304.00","323.00","301.60","","5.99%"
"1990-10-01","304.00","306.10","319.70","294.50","","-0.69%"
"1990-09-01","306.10","322.60","326.50","296.00","","-5.11%"
"1990-08-01","322.60","356.10","357.40","306.20","","-9.41%"
"1990-07-01","356.10","358.00","369.80","350.10","","-0.53%"
"1990-06-01","358.00","361.20","368.80","351.20","","-0.89%"
"1990-05-01","361.20","330.80","362.30","330.80","","9.19%"
"1990-04-01","330.80","339.90","347.30","327.80","","-2.68%"
"1990-03-01","339.90","331.90","344.50","331.10","","2.41%"
"1990-02-01","331.90","329.10","336.10","322.10","","0.85%"
"1990-01-01","329.10","353.40","360.60","319.80","","-6.88%"
"1989-12-01","353.40","346.00","354.10","339.60","","2.14%"
"1989-11-01","346.00","340.40","346.50","330.90","","1.65%"
"1989-10-01","340.40","349.10","360.40","327.10","","-2.49%"
"1989-09-01","349.10","351.40","354.10","341.40","","-0.65%"
"1989-08-01","351.40","346.10","352.70","339.00","","1.53%"
"1989-07-01","346.10","318.00","346.10","317.30","","8.84%"
"1989-06-01","318.00","320.50","329.20","314.40","","-0.78%"
"1989-05-01","320.50","309.60","323.10","304.10","","3.52%"
"1989-04-01","309.60","294.90","310.40","294.40","","4.98%"
"1989-03-01","294.90","288.90","300.00","286.50","","2.08%"
"1989-02-01","288.90","297.50","300.60","286.30","","-2.89%"
"1989-01-01","297.50","277.70","297.50","273.80","","7.13%"
"1988-12-01","277.70","273.70","280.40","270.50","","1.46%"
"1988-11-01","273.70","279.00","280.40","262.90","","-1.90%"
"1988-10-01","279.00","271.90","283.90","268.80","","2.61%"
"1988-09-01","271.90","261.50","274.90","257.00","","3.98%"
"1988-08-01","261.50","272.00","274.20","256.50","","-3.86%"
"1988-07-01","272.00","273.50","276.40","262.50","","-0.55%"
"1988-06-01","273.50","262.20","276.90","262.10","","4.31%"
"1988-05-01","262.20","261.30","263.70","248.80","","0.34%"
"1988-04-01","261.30","258.90","272.10","254.70","","0.93%"
"1988-03-01","258.90","267.80","272.60","256.10","","-3.32%"
"1988-02-01","267.80","257.10","267.80","247.80","","4.16%"
"1988-01-01","257.10","247.10","261.80","240.20","","4.05%"
"1987-12-01","247.10","230.30","253.30","221.20","","7.29%"
"1987-11-01","230.30","251.80","257.20","225.80","","-8.54%"
"1987-10-01","251.80","321.80","328.90","216.50","","-21.75%"
"1987-09-01","321.80","329.80","332.20","308.60","","-2.43%"
"1987-08-01","329.80","318.70","337.90","314.50","","3.48%"
"1987-07-01","318.70","304.00","318.90","302.50","","4.84%"
"1987-06-01","304.00","290.10","310.30","286.90","","4.79%"
"1987-05-01","290.10","288.40","298.70","277.00","","0.59%"
"1987-04-01","288.40","291.70","303.60","275.70","","-1.13%"
"1987-03-01","291.70","284.20","302.70","282.30","","2.64%"
"1987-02-01","284.20","274.10","287.60","273.20","","3.68%"
"1987-01-01","274.10","242.20","281.00","242.20","","13.17%"
"1986-12-01","242.20","249.20","254.90","241.30","","-2.81%"
"1986-11-01","249.20","244.00","249.20","235.50","","2.13%"
"1986-10-01","244.00","231.30","244.50","231.30","","5.49%"
"1986-09-01","231.30","252.90","254.10","228.10","","-8.54%"
"1986-08-01","252.90","236.10","254.20","231.90","","7.12%"
"1986-07-01","236.10","250.80","253.20","233.10","","-5.86%"
"1986-06-01","250.80","247.30","251.80","238.20","","1.42%"
"1986-05-01","247.30","235.50","249.20","232.30","","5.01%"
"1986-04-01","235.50","238.90","245.50","226.30","","-1.42%"
"1986-03-01","238.90","226.90","240.10","222.20","","5.29%"
"1986-02-01","226.90","211.80","227.90","210.80","","7.13%"
"1986-01-01","211.80","211.30","214.60","202.60","","0.24%"
"1985-12-01","211.30","202.20","213.10","200.10","","4.50%"
"1985-11-01","202.20","189.80","203.40","189.40","","6.53%"
"1985-10-01","189.80","182.10","190.20","181.20","","4.23%"
"1985-09-01","182.10","188.60","188.80","179.40","","-3.45%"
"1985-08-01","188.60","190.90","192.20","186.10","","-1.20%"
"1985-07-01","190.90","191.80","196.10","189.30","","-0.47%"
"1985-06-01","191.80","189.60","191.80","185.00","","1.16%"
"1985-05-01","189.60","179.80","190.00","178.30","","5.45%"
"1985-04-01","179.80","180.70","183.60","177.90","","-0.50%"
"1985-03-01","180.70","181.20","183.90","176.50","","-0.28%"
"1985-02-01","181.20","179.60","183.90","177.80","","0.89%"
"1985-01-01","179.60","167.20","180.30","163.40","","7.42%"
"1984-12-01","167.20","163.60","169.00","161.50","","2.20%"
"1984-11-01","163.60","166.10","170.40","163.00","","-1.51%"
"1984-10-01","166.10","166.10","169.60","160.00","","0.00%"
"1984-09-01","166.10","166.70","169.70","163.10","","-0.36%"
"1984-08-01","166.70","150.70","168.80","150.70","","10.62%"
"1984-07-01","150.70","153.20","153.90","147.30","","-1.63%"
"1984-06-01","153.20","150.60","155.60","148.50","","1.73%"
"1984-05-01","150.60","160.10","162.10","148.70","","-5.93%"
"1984-04-01","160.10","159.20","160.70","154.10","","0.57%"
"1984-03-01","159.20","157.10","160.50","153.80","","1.34%"
"1984-02-01","157.10","163.40","164.00","152.10","","-3.86%"
"1984-01-01","163.40","164.90","169.50","162.00","","-0.91%"
"1983-12-01","164.90","166.40","167.80","160.60","","-0.90%"
"1983-11-01","166.40","163.60","169.10","160.60","","1.71%"
"1983-10-01","163.60","166.10","173.10","162.00","","-1.51%"
"1983-09-01","166.10","164.40","171.60","162.80","","1.03%"
"1983-08-01","164.40","162.60","166.70","157.60","","1.11%"
"1983-07-01","162.60","168.10","171.70","160.60","","-3.27%"
"1983-06-01","168.10","162.40","172.80","160.00","","3.51%"
"1983-05-01","162.40","164.40","167.70","159.70","","-1.22%"
"1983-04-01","164.40","153.00","165.40","149.50","","7.45%"
"1983-03-01","153.00","148.10","156.40","144.80","","3.31%"
"1983-02-01","148.10","145.30","151.80","141.00","","1.93%"
"1983-01-01","145.30","140.60","149.10","137.30","","3.34%"
"1982-12-01","140.60","138.50","144.70","133.80","","1.52%"
"1982-11-01","138.50","133.70","145.30","132.10","","3.59%"
"1982-10-01","133.70","120.40","141.40","119.10","","11.05%"
"1982-09-01","120.40","120.00","127.30","117.20","","0.75%"
"1982-08-01","119.50","108.20","121.20","101.40","","11.58%"
"1982-07-01","107.10","109.50","113.10","105.10","","-2.28%"
"1982-06-01","109.60","112.00","113.10","106.30","","-2.06%"
"1982-05-01","111.90","116.00","120.60","111.20","","-3.87%"
"1982-04-01","116.40","112.20","120.10","111.50","","3.93%"
"1982-03-01","112.00","113.40","114.80","106.20","","-0.97%"
"1982-02-01","113.10","118.70","119.80","110.00","","-6.06%"
"1982-01-01","120.40","122.60","123.70","113.60","","-1.79%"
"1981-12-01","122.60","125.70","127.30","121.00","","-2.93%"
"1981-11-01","126.30","123.50","127.00","119.10","","3.61%"
"1981-10-01","121.90","115.80","123.30","115.00","","4.91%"
"1981-09-01","116.20","122.80","124.60","110.20","","-5.37%"
"1981-08-01","122.80","130.70","135.20","122.30","","-6.19%"
"1981-07-01","130.90","130.70","131.80","126.00","","-0.23%"
"1981-06-01","131.20","133.30","135.70","128.80","","-1.06%"
"1981-05-01","132.60","133.10","134.90","128.80","","-0.15%"
"1981-04-01","132.80","136.40","137.70","131.60","","-2.35%"
"1981-03-01","136.00","131.10","138.40","128.60","","3.58%"
"1981-02-01","131.30","128.90","132.00","124.70","","1.31%"
"1981-01-01","129.60","135.70","140.30","128.60","","-4.57%"
"1980-12-01","135.80","139.60","140.70","125.30","","-3.35%"
"1980-11-01","140.50","128.00","142.00","127.20","","10.20%"
"1980-10-01","127.50","125.70","135.90","124.30","","1.59%"
"1980-09-01","125.50","122.40","132.20","121.80","","2.53%"
"1980-08-01","122.40","121.40","127.80","119.40","","0.58%"
"1980-07-01","121.70","114.10","123.90","113.50","","6.57%"
"1980-06-01","114.20","110.90","118.00","109.80","","2.70%"
"1980-05-01","111.20","107.90","112.70","103.50","","4.61%"
"1980-04-01","106.30","106.30","106.80","98.90","","4.11%"
"1980-03-01","102.10","102.10","114.30","94.20","","-10.20%"
"1980-02-01","113.70","115.40","120.20","111.30","","-0.44%"
"1980-01-01","114.20","107.90","117.20","103.30","","5.84%"
"1979-12-01","107.90","107.90","110.30","105.10","","1.60%"
"1979-11-01","106.20","106.20","107.90","99.40","","4.32%"
"1979-10-01","101.80","101.80","112.20","99.10","","-6.86%"
"1979-09-01","109.30","109.10","111.60","105.40","","0.00%"
"1979-08-01","109.30","103.80","109.80","103.10","","5.30%"
"1979-07-01","103.80","102.60","105.20","100.30","","0.87%"
"1979-06-01","102.90","99.10","103.70","98.60","","3.83%"
"1979-05-01","99.10","101.80","102.60","97.50","","-2.65%"
"1979-04-01","101.80","101.10","103.90","100.10","","0.20%"
"1979-03-01","101.60","96.40","103.30","96.00","","5.50%"
"1979-02-01","96.30","99.50","100.50","95.40","","-3.60%"
"1979-01-01","99.90","95.80","102.60","95.20","","3.95%"
"1978-12-01","96.10","95.60","98.60","92.60","","1.48%"
"1978-11-01","94.70","94.60","97.40","91.80","","1.61%"
"1978-10-01","93.20","102.30","106.20","91.70","","-9.07%"
"1978-09-01","102.50","103.20","108.10","100.70","","-0.77%"
"1978-08-01","103.30","100.90","106.30","99.90","","2.58%"
"1978-07-01","100.70","95.20","101.20","93.60","","5.45%"
"1978-06-01","95.50","97.30","101.80","94.00","","-1.75%"
"1978-05-01","97.20","96.90","100.30","94.60","","0.41%"
"1978-04-01","96.80","88.80","97.90","88.10","","8.52%"
"1978-03-01","89.20","86.70","91.30","86.40","","2.53%"
"1978-02-01","87.00","89.30","91.30","86.60","","-2.47%"
"1978-01-01","89.20","94.70","95.20","88.00","","-6.20%"
"1977-12-01","95.10","95.10","95.70","91.80","","0.32%"
"1977-11-01","94.80","94.80","97.10","90.00","","2.71%"
"1977-10-01","92.30","92.30","97.30","90.20","","-4.35%"
"1977-09-01","96.50","96.50","98.40","94.40","","-0.31%"
"1977-08-01","96.80","96.80","99.80","95.00","","-2.02%"
"1977-07-01","98.80","98.80","102.60","97.70","","-1.69%"
"1977-06-01","100.50","100.50","101.70","95.90","","4.58%"
"1977-05-01","96.10","96.10","100.90","95.50","","-2.34%"
"1977-04-01","98.40","98.40","102.10","96.50","","0.00%"
"1977-03-01","98.40","98.40","102.70","97.80","","-1.40%"
"1977-02-01","99.80","99.80","103.30","98.80","","-2.16%"
"1977-01-01","102.00","102.00","108.00","100.90","","-5.12%"
"1976-12-01","107.50","107.50","107.80","101.60","","5.29%"
"1976-11-01","102.10","102.10","103.80","98.20","","-0.78%"
"1976-10-01","102.90","102.90","105.80","99.20","","-2.19%"
"1976-09-01","105.20","105.20","108.70","102.60","","2.24%"
"1976-08-01","102.90","102.90","105.40","100.40","","-0.48%"
"1976-07-01","103.40","103.40","106.80","102.30","","-0.86%"
"1976-06-01","104.30","104.30","105.10","98.00","","4.09%"
"1976-05-01","100.20","100.20","104.00","98.30","","-1.38%"
"1976-04-01","101.60","101.60","104.60","99.60","","-1.17%"
"1976-03-01","102.80","102.80","104.40","98.20","","3.11%"
"1976-02-01","99.70","99.70","103.10","98.50","","-1.19%"
"1976-01-01","100.90","100.90","102.00","89.80","","11.86%"
"1975-12-01","90.20","90.20","91.90","86.20","","-1.10%"
"1975-11-01","91.20","91.20","92.30","87.60","","2.47%"
"1975-10-01","89.00","89.00","91.80","82.60","","6.08%"
"1975-09-01","83.90","83.90","87.40","81.60","","-3.45%"
"1975-08-01","86.90","86.90","89.00","82.20","","-2.14%"
"1975-07-01","88.80","88.80","96.60","87.70","","-6.72%"
"1975-06-01","95.20","95.20","95.80","89.30","","4.39%"
"1975-05-01","91.20","91.20","93.50","86.90","","4.47%"
"1975-04-01","87.30","87.30","88.80","79.70","","4.68%"
"1975-03-01","83.40","83.40","87.10","80.10","","2.21%"
"1975-02-01","81.60","81.60","83.60","76.00","","5.97%"
"1975-01-01","77.00","77.00","78.70","68.70","","12.24%"
"1974-12-01","68.60","68.60","68.60","68.60","","-2.00%"
"1974-11-01","70.00","70.00","70.00","70.00","","-5.28%"
"1974-10-01","73.90","73.90","73.90","73.90","","16.38%"
"1974-09-01","63.50","63.50","63.50","63.50","","-12.05%"
"1974-08-01","72.20","72.20","72.20","72.20","","-8.95%"
"1974-07-01","79.30","79.30","79.30","79.30","","-7.79%"
"1974-06-01","86.00","86.00","86.00","86.00","","-1.49%"
"1974-05-01","87.30","87.30","87.30","87.30","","-3.32%"
"1974-04-01","90.30","90.30","90.30","90.30","","-3.94%"
"1974-03-01","94.00","94.00","94.00","94.00","","-2.29%"
"1974-02-01","96.20","96.20","96.20","96.20","","-0.41%"
"1974-01-01","96.60","96.60","96.60","96.60","","-0.92%"
"1973-12-01","97.50","97.50","97.50","97.50","","1.56%"
"1973-11-01","96.00","96.00","96.00","96.00","","-11.36%"
"1973-10-01","108.30","108.30","108.30","108.30","","-0.09%"
"1973-09-01","108.40","108.40","108.40","108.40","","4.03%"
"1973-08-01","104.20","104.20","104.20","104.20","","-3.70%"
"1973-07-01","108.20","108.20","108.20","108.20","","3.74%"
"1973-06-01","104.30","104.30","104.30","104.30","","-0.67%"
"1973-05-01","105.00","105.00","105.00","105.00","","-1.87%"
"1973-04-01","107.00","107.00","107.00","107.00","","-4.04%"
"1973-03-01","111.50","111.50","111.50","111.50","","-0.18%"
"1973-02-01","111.70","111.70","111.70","111.70","","-3.71%"
"1973-01-01","116.00","116.00","116.00","116.00","","-1.69%"
"1972-12-01","118.00","118.00","118.00","118.00","","1.11%"
"1972-11-01","116.70","116.70","116.70","116.70","","4.57%"
"1972-10-01","111.60","111.60","111.60","111.60","","1.00%"
"1972-09-01","110.50","110.50","110.50","110.50","","-0.54%"
"1972-08-01","111.10","111.10","111.10","111.10","","3.45%"
"1972-07-01","107.40","107.40","107.40","107.40","","0.28%"
"1972-06-01","107.10","107.10","107.10","107.10","","-2.19%"
"1972-05-01","109.50","109.50","109.50","109.50","","1.67%"
"1972-04-01","107.70","107.70","107.70","107.70","","0.47%"
"1972-03-01","107.20","107.20","107.20","107.20","","0.56%"
"1972-02-01","106.60","106.60","106.60","106.60","","2.60%"
"1972-01-01","103.90","103.90","103.90","103.90","","1.76%"
"1971-12-01","102.10","102.10","102.10","102.10","","8.62%"
"1971-11-01","94.00","94.00","94.00","94.00","","-0.21%"
"1971-10-01","94.20","94.20","94.20","94.20","","-4.17%"
"1971-09-01","98.30","98.30","98.30","98.30","","-0.71%"
"1971-08-01","99.00","99.00","99.00","99.00","","3.56%"
"1971-07-01","95.60","95.60","95.60","95.60","","-4.11%"
"1971-06-01","99.70","99.70","99.70","99.70","","0.10%"
"1971-05-01","99.60","99.60","99.60","99.60","","-4.23%"
"1971-04-01","104.00","104.00","104.00","104.00","","3.69%"
"1971-03-01","100.30","100.30","100.30","100.30","","3.62%"
"1971-02-01","96.80","96.80","96.80","96.80","","0.94%"
"1971-01-01","95.90","95.90","95.90","95.90","","4.01%"
"1970-12-01","92.20","92.20","92.20","92.20","","5.73%"
"1970-11-01","87.20","87.20","87.20","87.20","","4.81%"
"1970-10-01","83.20","83.20","83.20","83.20","","-1.19%"
"1970-09-01","84.20","84.20","84.20","84.20","","3.31%"
"1970-08-01","81.50","81.50","81.50","81.50","","4.49%"
"1970-07-01","78.00","78.00","78.00","78.00","","7.29%"
"1970-06-01","72.70","72.70","72.70","72.70","","-4.97%"
"1970-05-01","76.50","76.50","76.50","76.50","","-6.13%"
"1970-04-01","81.50","81.50","81.50","81.50","","-9.04%"
"1970-03-01","89.60","89.60","89.60","89.60","","0.11%"
"1970-02-01","89.50","89.50","89.50","89.50","","5.29%"
